view_count,cart_count,purchase_count,stock_level,competitor_price_ratio,hour_of_day,day_of_week,base_price_tier,demand_score,conversion_rate,cart_conversion,price_multiplier
15,1,0,94,1.1369,8,2,1,0.2083,0.0,0.0667,0.9449
17,4,1,12,1.1334,12,0,1,0.7321,0.0588,0.2353,1.1326
97,37,9,66,0.9814,23,0,2,1.0,0.0928,0.3814,1.1322
273,12,4,25,0.9868,10,2,1,0.6319,0.0147,0.044,1.0444
59,9,1,2,1.0142,22,2,2,0.6509,0.0169,0.1525,1.0813
26,11,1,87,1.0573,17,6,3,1.0,0.0385,0.4231,1.1143
0,0,0,12,1.0894,22,4,3,0.0,0.0,0.0,0.9224
47,16,5,3,1.1074,22,3,3,1.0,0.1064,0.3404,1.1549
19,4,0,104,1.1321,19,3,2,0.5161,0.0,0.2105,1.0642
40,11,1,505,1.0681,11,6,2,0.825,0.025,0.275,1.0704
37,7,1,243,0.9806,7,4,3,0.6445,0.027,0.1892,1.032
26,9,0,566,1.0105,11,3,2,0.8223,0.0,0.3462,1.0692
115,15,3,237,0.9373,21,4,1,0.8391,0.0261,0.1304,1.0194
0,0,0,30,1.0109,15,0,1,0.0,0.0,0.0,0.9001
49,12,1,153,0.9969,5,5,2,0.796,0.0204,0.2449,1.0485
21,3,0,411,1.0377,22,0,3,0.3907,0.0,0.1429,1.0026
50,4,0,31,1.0883,14,3,1,0.41,0.0,0.08,1.0325
44,5,0,7,1.0552,8,5,3,0.4473,0.0,0.1136,1.0344
0,0,0,57,0.9702,5,5,1,0.0,0.0,0.0,0.8806
13,2,0,235,1.1117,1,5,1,0.3727,0.0,0.1538,1.0161
8,2,0,29,1.1168,22,1,2,0.54,0.0,0.25,1.0824
7,1,0,35,1.0689,15,1,1,0.3207,0.0,0.1429,1.0068
52,32,5,35,1.0218,3,6,2,1.0,0.0962,0.6154,1.0465
10,2,0,13,1.0236,17,3,2,0.45,0.0,0.2,1.0467
25,3,1,139,1.1059,8,5,2,0.485,0.04,0.12,1.0393
11,3,0,40,1.0172,9,3,2,0.6005,0.0,0.2727,1.0369
34,7,1,39,0.997,21,6,1,0.67,0.0294,0.2059,1.033
51,2,0,25,1.0554,15,2,1,0.3334,0.0,0.0392,1.0251
16,2,0,424,1.0782,18,3,2,0.33,0.0,0.125,0.9988
36,4,0,26,1.0163,6,1,2,0.4022,0.0,0.1111,1.0545
69,25,5,257,0.9661,3,6,1,1.0,0.0725,0.3623,1.0483
3,0,0,57,1.0683,11,3,3,0.015,0.0,0.0,0.9278
49,13,2,524,1.038,2,3,2,0.8981,0.0408,0.2653,1.0503
15,1,0,409,1.048,7,2,1,0.2083,0.0,0.0667,0.9234
5,2,0,183,1.0718,12,6,2,0.825,0.0,0.4,1.0618
31,7,3,37,1.0922,22,0,2,0.8969,0.0968,0.2258,1.1097
10,2,0,396,1.0601,15,6,2,0.45,0.0,0.2,1.038
68,25,8,159,0.9549,7,4,2,1.0,0.1176,0.3676,1.1129
1,0,0,123,1.0665,0,4,2,0.005,0.0,0.0,0.8966
4,0,0,328,1.2045,9,1,3,0.02,0.0,0.0,0.9318
29,7,1,84,1.0239,15,5,3,0.7312,0.0345,0.2414,1.0906
35,6,1,226,1.153,19,4,3,0.6036,0.0286,0.1714,1.0678
52,7,0,13,1.0257,20,4,3,0.5292,0.0,0.1346,1.0606
12,2,0,412,1.0307,0,4,1,0.3933,0.0,0.1667,0.9949
73,13,5,234,1.105,11,6,1,0.9266,0.0685,0.1781,1.0688
122,20,5,468,0.9712,6,2,2,0.9508,0.041,0.1639,1.0464
27,0,0,358,1.0894,10,4,1,0.135,0.0,0.0,0.9498
57,21,3,258,1.0592,14,5,1,1.0,0.0526,0.3684,1.0487
29,2,0,56,0.8989,1,6,1,0.2829,0.0,0.069,0.9531
2,0,0,22,0.9321,9,6,3,0.01,0.0,0.0,0.8748
15,3,0,530,1.0355,2,3,2,0.475,0.0,0.2,1.0122
3,1,0,99,1.1376,14,4,2,0.6817,0.0,0.3333,1.0671
179,18,2,140,0.9879,15,2,3,0.7346,0.0112,0.1006,1.0354
10,1,0,274,1.0615,11,3,3,0.25,0.0,0.1,0.9358
40,4,0,287,1.0577,5,2,1,0.4,0.0,0.1,0.9943
13,3,0,12,1.2294,12,0,1,0.5265,0.0,0.2308,1.1003
42,9,1,116,1.0526,6,2,3,0.71,0.0238,0.2143,1.1063
9,1,0,25,1.1345,8,5,2,0.2672,0.0,0.1111,1.0009
61,4,0,218,0.9814,1,1,2,0.4361,0.0,0.0656,1.0257
4,0,0,3,1.0608,10,3,3,0.02,0.0,0.0,0.9588
90,7,0,441,1.0918,4,6,3,0.6056,0.0,0.0778,1.0576
73,7,1,104,1.1343,7,6,1,0.5979,0.0137,0.0959,1.0506
45,17,2,255,1.1439,2,3,1,1.0,0.0444,0.3778,1.0885
2,0,0,219,0.9655,23,6,2,0.01,0.0,0.0,0.8978
9,0,0,244,1.1112,9,5,3,0.045,0.0,0.0,0.8841
78,11,2,94,1.1489,23,4,1,0.749,0.0256,0.141,1.0745
5,2,0,21,1.1779,7,5,2,0.825,0.0,0.4,1.1177
6,0,0,99,1.0571,7,0,3,0.03,0.0,0.0,0.9008
31,4,1,18,1.0929,12,0,2,0.5098,0.0323,0.129,1.0636
12,2,0,81,1.0677,1,1,1,0.3933,0.0,0.1667,0.9899
10,2,0,40,1.0105,19,4,1,0.45,0.0,0.2,1.0315
34,5,1,227,1.2415,22,4,3,0.5524,0.0294,0.1471,1.0584
18,3,0,25,1.1537,10,3,1,0.4233,0.0,0.1667,1.0947
6,0,0,13,1.192,14,4,1,0.03,0.0,0.0,0.9417
30,2,0,59,0.9385,9,2,1,0.2833,0.0,0.0667,0.9077
19,2,0,35,1.0447,5,2,2,0.3055,0.0,0.1053,0.9939
53,6,2,33,0.9796,2,0,2,0.6046,0.0377,0.1132,1.0514
4,1,0,152,0.9859,2,4,3,0.52,0.0,0.25,1.0248
38,1,0,484,1.0887,16,2,2,0.2426,0.0,0.0263,0.9099
22,6,3,83,0.9829,21,2,3,1.0,0.1364,0.2727,1.1257
20,6,1,155,1.0101,7,3,2,0.85,0.05,0.3,1.0915
10,0,0,513,1.009,9,0,2,0.05,0.0,0.0,0.9233
1,0,0,540,1.1244,10,5,2,0.005,0.0,0.0,0.8981
75,17,1,66,1.1082,9,1,2,0.8683,0.0133,0.2267,1.0764
15,5,1,463,0.9232,18,5,1,0.9417,0.0667,0.3333,1.0384
45,7,3,91,1.0636,23,6,2,0.7361,0.0667,0.1556,1.0475
117,17,4,1,0.9041,2,5,2,0.8932,0.0342,0.1453,1.0321
33,6,1,44,1.035,10,3,2,0.6195,0.0303,0.1818,1.0418
20,8,3,462,1.027,1,2,1,1.0,0.15,0.4,1.0519
12,2,0,58,1.165,9,3,1,0.3933,0.0,0.1667,1.0483
108,29,2,111,1.0859,19,0,1,1.0,0.0185,0.2685,1.091
45,19,4,107,1.03,8,4,3,1.0,0.0889,0.4222,1.0529
43,2,0,87,1.1056,5,0,1,0.308,0.0,0.0465,1.0407
22,9,3,550,1.1481,1,1,2,1.0,0.1364,0.4091,1.112
74,21,3,473,0.9968,12,6,3,1.0,0.0405,0.2838,1.108
50,12,0,370,1.0519,2,0,2,0.73,0.0,0.24,1.0926
13,0,0,178,1.0413,8,1,1,0.065,0.0,0.0,0.9261
36,1,0,12,1.0568,3,2,1,0.2356,0.0,0.0278,0.8952
22,4,1,43,1.0928,5,3,3,0.61,0.0455,0.1818,1.0372
0,0,0,54,1.1792,9,5,1,0.0,0.0,0.0,0.9668
65,8,1,190,1.0848,10,4,2,0.6173,0.0154,0.1231,1.0609
5,1,0,597,0.9543,23,0,1,0.425,0.0,0.2,1.019
28,7,1,265,1.1285,12,4,2,0.7471,0.0357,0.25,1.1262
16,1,0,47,1.122,5,2,3,0.205,0.0,0.0625,0.9383
16,4,1,88,1.0472,3,4,3,0.7675,0.0625,0.25,1.0307
25,8,5,176,0.904,11,6,3,1.0,0.2,0.32,1.0702
232,22,0,108,0.9051,1,0,2,0.6897,0.0,0.0948,0.985
20,6,2,321,0.9889,14,3,1,1.0,0.1,0.3,1.0569
8,1,0,308,0.9464,4,6,1,0.29,0.0,0.125,0.9226
38,5,0,397,1.0371,18,1,2,0.4532,0.0,0.1316,1.0137
10,1,0,581,1.0188,10,5,1,0.25,0.0,0.1,0.8996
4,0,0,95,0.9611,3,5,2,0.02,0.0,0.0,0.9529
2,0,0,115,1.1726,4,1,1,0.01,0.0,0.0,0.9395
0,0,0,219,1.0254,9,0,1,0.0,0.0,0.0,0.9211
22,4,0,59,0.9432,23,5,3,0.4736,0.0,0.1818,0.9779
22,2,0,35,0.9819,10,4,2,0.2918,0.0,0.0909,0.9322
8,2,0,1,1.0706,14,4,2,0.54,0.0,0.25,1.1142
61,3,1,99,0.9003,19,5,2,0.4525,0.0164,0.0492,1.0271
5,0,0,259,0.9479,15,1,2,0.025,0.0,0.0,0.8522
98,1,0,178,1.0257,20,3,2,0.5104,0.0,0.0102,1.0376
35,6,0,36,1.2235,11,1,1,0.5179,0.0,0.1714,1.0673
1,0,0,530,1.1851,22,5,1,0.005,0.0,0.0,0.9326
131,2,0,58,1.0923,23,0,1,0.5305,0.0,0.0153,1.0576
14,2,0,67,1.0402,12,6,2,0.3557,0.0,0.1429,1.0151
23,8,1,307,1.2025,0,0,1,0.9411,0.0435,0.3478,1.0736
13,3,1,376,1.0644,14,6,1,0.7573,0.0769,0.2308,1.0953
52,7,1,127,1.0004,18,4,2,0.5869,0.0192,0.1346,1.039
26,9,1,36,0.9809,19,4,2,0.9377,0.0385,0.3462,1.0875
5,1,0,15,1.0669,20,6,1,0.425,0.0,0.2,1.0937
4,0,0,413,1.0696,10,3,2,0.02,0.0,0.0,0.9019
51,2,0,292,1.1017,12,6,2,0.3334,0.0,0.0392,1.0056
10,2,0,514,0.9418,0,0,2,0.45,0.0,0.2,0.9902
5,0,0,302,1.1311,15,2,2,0.025,0.0,0.0,0.9219
27,10,3,30,1.2433,9,0,3,1.0,0.1111,0.3704,1.0906
64,0,0,122,1.1077,6,1,2,0.32,0.0,0.0,1.0043
13,1,0,169,0.9399,11,4,3,0.2188,0.0,0.0769,0.9565
12,0,0,73,1.0747,7,4,3,0.06,0.0,0.0,0.9134
71,10,1,181,1.0137,7,4,3,0.6789,0.0141,0.1408,1.024
6,0,0,71,1.028,1,5,2,0.03,0.0,0.0,0.8755
38,7,1,75,0.9176,8,5,1,0.6374,0.0263,0.1842,1.0252
124,6,0,62,1.2053,8,3,2,0.5968,0.0,0.0484,1.0663
73,14,5,9,0.9759,18,0,3,0.954,0.0685,0.1918,1.0868
2,0,0,71,0.935,10,4,3,0.01,0.0,0.0,0.875
15,5,0,60,1.0216,17,0,1,0.7417,0.0,0.3333,1.0763
6,0,0,505,1.1107,5,6,2,0.03,0.0,0.0,0.8955
119,31,11,440,0.9771,20,3,3,1.0,0.0924,0.2605,1.095
170,52,14,273,1.0879,16,6,2,1.0,0.0824,0.3059,1.0327
10,0,0,7,0.9899,21,3,2,0.05,0.0,0.0,0.9435
44,2,0,90,1.1239,14,2,2,0.3109,0.0,0.0455,1.0174
73,5,0,250,1.1171,16,0,3,0.502,0.0,0.0685,1.052
10,2,0,245,1.066,12,5,2,0.45,0.0,0.2,1.0435
8,0,0,229,1.181,11,3,2,0.04,0.0,0.0,0.8753
0,0,0,14,1.0761,17,2,1,0.0,0.0,0.0,0.9253
21,2,0,475,1.0611,7,1,2,0.2955,0.0,0.0952,0.9165
91,17,11,82,1.1029,8,0,1,1.0,0.1209,0.1868,1.115
93,14,6,403,1.0905,0,2,2,0.9596,0.0645,0.1505,1.0884
5,1,0,176,1.1109,5,0,1,0.425,0.0,0.2,1.0184
9,2,0,54,1.1456,4,0,2,0.4894,0.0,0.2222,1.0314
20,2,0,144,1.0547,8,6,1,0.3,0.0,0.1,1.0124
60,8,3,14,0.864,4,3,2,0.7167,0.05,0.1333,1.053
37,11,2,22,0.9557,4,6,2,0.9418,0.0541,0.2973,1.1161
28,1,0,566,1.0529,17,5,3,0.2114,0.0,0.0357,0.957
35,10,5,46,0.9929,3,5,1,1.0,0.1429,0.2857,1.0211
4,0,0,480,1.0317,2,3,1,0.02,0.0,0.0,0.9121
25,2,0,428,1.1175,10,3,2,0.285,0.0,0.08,0.9659
193,48,6,103,1.1867,8,4,3,1.0,0.0311,0.2487,1.0337
3,0,0,78,1.0163,3,3,1,0.015,0.0,0.0,0.9483
29,3,1,78,1.0614,5,0,3,0.4553,0.0345,0.1034,1.0079
14,1,0,269,1.0211,5,2,2,0.2129,0.0,0.0714,0.9047
31,3,0,89,0.9525,10,2,2,0.3485,0.0,0.0968,0.9988
34,3,0,132,0.9726,20,6,3,0.3465,0.0,0.0882,1.0381
34,17,2,101,0.8989,7,6,2,1.0,0.0588,0.5,1.0954
76,22,5,30,1.0476,22,6,2,1.0,0.0658,0.2895,1.1275
19,0,0,7,0.9453,5,4,2,0.095,0.0,0.0,0.9147
29,1,0,49,0.8781,22,1,3,0.214,0.0,0.0345,0.9395
0,0,0,89,1.1059,0,0,2,0.0,0.0,0.0,0.9184
62,13,2,237,1.0246,17,2,2,0.8261,0.0323,0.2097,1.038
12,3,0,61,0.9849,18,6,2,0.56,0.0,0.25,1.036
67,0,0,353,1.1194,9,6,2,0.335,0.0,0.0,1.0159
12,1,0,143,0.9686,20,2,1,0.2267,0.0,0.0833,0.9678
0,0,0,51,1.0116,22,1,1,0.0,0.0,0.0,0.9029
6,0,0,43,1.099,5,0,1,0.03,0.0,0.0,0.9076
169,10,0,45,1.1457,3,6,1,0.6183,0.0,0.0592,1.0452
15,4,1,275,1.0969,17,4,1,0.8083,0.0667,0.2667,1.0619
4,0,0,95,1.1931,13,6,1,0.02,0.0,0.0,0.9258
5,0,0,290,0.9183,13,2,3,0.025,0.0,0.0,0.9116
14,5,0,303,1.2465,21,6,2,0.7843,0.0,0.3571,1.0993
1,0,0,111,1.0139,2,3,1,0.005,0.0,0.0,0.9257
28,2,0,89,0.9302,1,1,1,0.2829,0.0,0.0714,0.9335
9,2,0,107,1.0189,2,1,2,0.4894,0.0,0.2222,1.0024
29,4,1,259,1.0253,23,1,2,0.5243,0.0345,0.1379,1.0243
6,0,0,48,0.8221,9,5,3,0.03,0.0,0.0,0.9208
22,1,0,95,0.9675,22,5,3,0.2009,0.0,0.0455,0.988
36,0,0,27,1.0928,12,5,1,0.18,0.0,0.0,0.9381
2,0,0,292,1.028,5,2,1,0.01,0.0,0.0,0.8795
20,5,1,98,0.8927,6,0,2,0.75,0.05,0.25,1.0179
14,5,1,273,1.0537,1,1,2,0.9986,0.0714,0.3571,1.0668
10,1,0,180,0.9209,14,2,2,0.25,0.0,0.1,0.9076
37,7,1,436,1.1857,9,0,2,0.6445,0.027,0.1892,1.0695
35,13,0,24,1.0291,13,0,1,0.9179,0.0,0.3714,1.0746
39,2,0,37,1.1518,0,0,1,0.2976,0.0,0.0513,0.9279
6,0,0,66,0.9789,19,6,1,0.03,0.0,0.0,0.8945
13,2,0,281,0.9169,11,3,1,0.3727,0.0,0.1538,0.9844
9,3,1,64,0.9765,17,3,1,1.0,0.1111,0.3333,1.0285
31,7,4,54,1.0982,16,3,2,0.9937,0.129,0.2258,1.0761
24,2,0,96,1.0913,18,4,1,0.2867,0.0,0.0833,1.0023
16,1,0,245,1.0953,23,4,1,0.205,0.0,0.0625,0.9461
61,18,5,356,1.0256,18,0,1,1.0,0.082,0.2951,1.0433
3,0,0,433,1.1158,5,4,3,0.015,0.0,0.0,0.9121
147,22,2,54,1.0447,2,3,2,0.8401,0.0136,0.1497,1.0933
4,0,0,16,1.0552,15,4,2,0.02,0.0,0.0,0.938
59,18,2,233,1.0083,7,6,1,1.0,0.0339,0.3051,1.1259
18,3,1,267,1.1261,2,0,1,0.59,0.0556,0.1667,1.0404
80,5,1,329,0.9731,22,5,2,0.5625,0.0125,0.0625,1.0275
3,0,0,18,1.0287,3,6,1,0.015,0.0,0.0,0.9268
18,4,0,36,1.0114,19,3,1,0.5344,0.0,0.2222,1.0416
16,8,3,98,0.9566,14,5,1,1.0,0.1875,0.5,1.0914
199,19,9,60,1.0861,18,4,3,0.8266,0.0452,0.0955,1.0607
169,51,24,75,0.9697,9,4,2,1.0,0.142,0.3018,1.0428
8,1,0,82,0.9926,2,0,3,0.29,0.0,0.125,0.961
39,3,1,434,1.0779,7,2,3,0.4258,0.0256,0.0769,1.0082
30,5,1,10,1.0804,12,1,2,0.5833,0.0333,0.1667,1.0752
6,0,0,143,1.214,22,0,1,0.03,0.0,0.0,0.9645
7,0,0,16,1.2035,0,0,1,0.035,0.0,0.0,0.9275
181,8,2,43,1.0349,5,6,2,0.6215,0.011,0.0442,1.0673
24,4,1,89,1.1085,14,2,2,0.5783,0.0417,0.1667,1.0482
5,2,0,63,1.096,0,0,1,0.825,0.0,0.4,1.0468
9,1,0,70,0.9724,22,0,1,0.2672,0.0,0.1111,0.9384
12,3,1,7,1.1094,17,5,3,0.81,0.0833,0.25,1.1281
28,1,0,74,1.0582,4,2,2,0.2114,0.0,0.0357,0.9522
16,0,0,483,1.0579,9,4,2,0.08,0.0,0.0,0.8712
24,2,0,267,1.1143,6,5,3,0.2867,0.0,0.0833,0.9656
7,1,0,27,1.0621,11,6,2,0.3207,0.0,0.1429,1.0617
15,2,0,52,0.9834,13,6,3,0.3417,0.0,0.1333,1.0117
2,0,0,405,0.8749,13,5,1,0.01,0.0,0.0,0.8737
88,20,6,136,1.1724,23,0,1,1.0,0.0682,0.2273,1.0751
8,1,0,260,1.0944,5,6,1,0.29,0.0,0.125,0.9115
56,10,5,192,0.9924,9,0,2,0.905,0.0893,0.1786,1.0981
17,4,0,286,1.1874,18,0,3,0.5556,0.0,0.2353,1.0816
25,1,0,86,1.0776,3,2,2,0.205,0.0,0.04,0.9345
13,4,0,296,0.9701,2,0,3,0.6804,0.0,0.3077,1.0259
47,9,2,28,1.0928,4,6,2,0.7456,0.0426,0.1915,1.1049
74,5,0,26,1.2061,6,2,2,0.5051,0.0,0.0676,1.0679
13,1,0,43,1.1436,1,4,3,0.2188,0.0,0.0769,0.9791
11,2,0,241,1.1248,17,0,2,0.4186,0.0,0.1818,1.0432
45,9,2,304,0.8758,9,3,2,0.7583,0.0444,0.2,1.0417
8,0,0,513,1.0084,11,4,1,0.04,0.0,0.0,0.8987
40,19,3,234,1.2079,23,3,2,1.0,0.075,0.475,1.0583
3,0,0,42,1.1488,18,4,1,0.015,0.0,0.0,0.9256
38,4,1,44,1.0079,6,3,2,0.4795,0.0263,0.1053,0.9962
28,8,1,1,1.0272,21,5,1,0.8186,0.0357,0.2857,1.1457
4,1,0,7,1.1048,0,6,1,0.52,0.0,0.25,1.102
41,7,0,87,1.1566,3,4,3,0.5465,0.0,0.1707,1.0453
23,1,0,61,1.1263,9,5,2,0.202,0.0,0.0435,0.9541
9,1,0,290,1.0105,0,3,2,0.2672,0.0,0.1111,0.909
17,0,0,139,1.1147,4,6,1,0.085,0.0,0.0,0.8985
27,1,0,222,0.9734,21,3,2,0.2091,0.0,0.037,0.9392
3,0,0,70,1.0842,4,6,2,0.015,0.0,0.0,0.9042
126,22,4,54,0.9942,6,2,3,0.9444,0.0317,0.1746,1.0368
43,1,0,231,1.0674,2,5,2,0.2615,0.0,0.0233,0.9207
4,1,0,29,1.1328,8,2,2,0.52,0.0,0.25,1.0865
69,31,2,362,0.9349,6,3,2,1.0,0.029,0.4493,1.0588
15,1,0,54,1.1432,20,1,1,0.2083,0.0,0.0667,0.9668
36,12,3,66,1.032,1,2,2,1.0,0.0833,0.3333,1.0782
12,5,1,182,1.1553,1,2,2,1.0,0.0833,0.4167,1.1077
52,4,1,443,1.0975,15,2,2,0.4715,0.0192,0.0769,1.0015
51,2,0,456,1.1061,9,4,1,0.3334,0.0,0.0392,1.0205
32,1,0,73,0.9689,9,6,2,0.2225,0.0,0.0312,0.9686
11,1,0,213,1.1154,22,4,2,0.2368,0.0,0.0909,0.9632
11,4,0,22,1.0929,2,3,1,0.7823,0.0,0.3636,1.1084
19,0,0,73,0.9948,8,3,1,0.095,0.0,0.0,0.8886
6,1,0,61,1.1004,1,0,2,0.3633,0.0,0.1667,1.0041
16,5,1,227,0.8874,16,1,1,0.8925,0.0625,0.3125,1.0808
46,15,1,7,1.039,2,0,1,0.9474,0.0217,0.3261,1.1491
71,19,1,440,0.8675,2,4,2,0.9325,0.0141,0.2676,1.0188
16,1,0,186,1.0325,22,5,1,0.205,0.0,0.0625,0.96
10,1,0,91,0.9415,23,5,3,0.25,0.0,0.1,0.906
71,2,0,60,1.0384,18,5,1,0.4113,0.0,0.0282,1.0342
88,6,1,298,0.8879,21,1,1,0.6105,0.0114,0.0682,1.0121
21,1,0,422,0.8993,15,1,1,0.2002,0.0,0.0476,0.8578
1,0,0,495,1.0589,23,1,2,0.005,0.0,0.0,0.9101
47,11,1,74,0.9892,11,5,3,0.7669,0.0213,0.234,1.1019
61,22,3,180,1.0789,4,3,3,1.0,0.0492,0.3607,1.0639
0,0,0,79,1.095,11,4,3,0.0,0.0,0.0,0.8909
36,2,1,75,1.25,22,2,1,0.3744,0.0278,0.0556,1.0325
35,9,2,232,0.9996,0,1,2,0.8607,0.0571,0.2571,1.0484
19,6,0,62,0.9805,21,3,2,0.7266,0.0,0.3158,1.0668
55,1,0,192,0.9766,1,4,3,0.3114,0.0,0.0182,1.0005
22,2,0,18,0.9952,7,5,3,0.2918,0.0,0.0909,0.9829
45,4,1,56,1.0564,9,1,2,0.4694,0.0222,0.0889,0.9987
29,4,1,62,1.037,14,2,1,0.5243,0.0345,0.1379,1.0042
11,1,0,49,1.0049,7,2,1,0.2368,0.0,0.0909,0.938
37,5,0,25,1.0197,9,3,1,0.4553,0.0,0.1351,1.0193
53,3,0,17,1.0156,16,6,3,0.3782,0.0,0.0566,1.0739
145,15,1,34,1.1477,22,2,1,0.7276,0.0069,0.1034,1.1027
19,3,0,220,1.0323,14,2,1,0.4108,0.0,0.1579,1.0243
2,0,0,337,1.1407,20,4,2,0.01,0.0,0.0,0.8936
176,51,5,99,0.9408,21,4,2,1.0,0.0284,0.2898,1.0464
39,3,0,290,1.0825,12,1,2,0.3488,0.0,0.0769,0.999
117,35,1,70,1.0463,17,5,2,1.0,0.0085,0.2991,1.0566
4,1,0,94,1.1625,3,5,3,0.52,0.0,0.25,1.0256
16,1,0,1,1.0959,2,6,3,0.205,0.0,0.0625,0.9425
5,0,0,225,0.8683,13,6,1,0.025,0.0,0.0,0.8608
72,17,4,43,1.1212,14,1,3,0.9989,0.0556,0.2361,1.1073
84,29,2,23,1.1318,23,2,1,1.0,0.0238,0.3452,1.1157
27,6,3,85,1.145,22,1,2,0.9128,0.1111,0.2222,1.144
8,0,0,29,0.9766,10,2,2,0.04,0.0,0.0,0.9365
5,1,0,389,1.1698,6,1,1,0.425,0.0,0.2,1.0085
35,10,3,405,1.0748,16,3,3,1.0,0.0857,0.2857,1.0951
28,16,10,68,1.0589,5,3,2,1.0,0.3571,0.5714,1.0944
47,4,1,432,1.0019,10,0,1,0.469,0.0213,0.0851,1.026
14,0,0,45,1.0212,15,5,3,0.07,0.0,0.0,0.9111
20,2,0,231,1.0055,9,6,1,0.3,0.0,0.1,1.0342
0,0,0,408,0.9948,5,0,2,0.0,0.0,0.0,0.8652
37,7,1,102,1.1454,14,4,2,0.6445,0.027,0.1892,1.0337
22,1,0,385,0.979,22,1,2,0.2009,0.0,0.0455,0.9241
100,8,1,556,0.9976,0,1,3,0.69,0.01,0.08,1.0094
41,2,0,191,1.1056,0,2,1,0.3026,0.0,0.0488,1.0189
20,9,1,69,1.1969,18,1,1,1.0,0.05,0.45,1.1019
12,1,0,592,0.8278,0,0,1,0.2267,0.0,0.0833,0.8918
94,6,0,80,0.9556,5,6,1,0.5977,0.0,0.0638,1.0087
0,0,0,95,1.0722,22,1,3,0.0,0.0,0.0,0.9153
15,4,1,424,1.1858,16,1,1,0.8083,0.0667,0.2667,1.0589
114,46,12,14,0.9119,19,3,1,1.0,0.1053,0.4035,1.0574
42,8,1,19,1.1093,1,1,2,0.6624,0.0238,0.1905,1.0536
30,2,1,151,1.0579,12,3,1,0.3833,0.0333,0.0667,1.0186
9,4,1,267,1.1152,13,4,3,1.0,0.1111,0.4444,1.0856
71,6,1,152,0.9717,7,3,2,0.5663,0.0141,0.0845,1.0246
9,2,0,53,1.1145,17,1,2,0.4894,0.0,0.2222,1.0378
11,0,0,304,1.1044,4,0,1,0.055,0.0,0.0,0.9022
8,1,0,38,0.9814,20,3,2,0.29,0.0,0.125,0.9764
6,1,0,180,1.1432,11,4,1,0.3633,0.0,0.1667,1.0154
122,11,5,24,1.0121,8,5,2,0.8033,0.041,0.0902,1.0662
36,8,1,72,1.2184,0,3,2,0.7078,0.0278,0.2222,1.0616
40,7,1,24,0.9655,23,5,1,0.625,0.025,0.175,1.0789
123,5,0,241,1.0054,8,5,1,0.5813,0.0,0.0407,1.0653
10,2,0,87,1.1499,2,3,3,0.45,0.0,0.2,1.0415
0,0,0,79,0.9046,6,2,2,0.0,0.0,0.0,0.8879
36,7,0,49,1.0584,1,0,3,0.5689,0.0,0.1944,1.0273
28,6,2,121,1.0303,13,1,3,0.7829,0.0714,0.2143,1.0832
25,3,1,95,1.0333,4,3,2,0.485,0.04,0.12,0.9737
2,0,0,461,0.8,19,6,2,0.01,0.0,0.0,0.8566
24,1,0,78,0.9262,0,6,1,0.2033,0.0,0.0417,0.9048
13,3,1,90,1.0572,4,3,1,0.7573,0.0769,0.2308,1.0546
12,2,0,196,1.0696,12,1,2,0.3933,0.0,0.1667,0.993
10,1,0,103,0.9419,10,0,2,0.25,0.0,0.1,0.9084
16,1,0,99,1.0349,22,5,3,0.205,0.0,0.0625,0.9746
17,0,0,411,1.0968,12,5,1,0.085,0.0,0.0,0.9285
14,5,1,12,1.0471,13,6,1,0.9986,0.0714,0.3571,1.0806
154,58,23,397,0.9309,3,0,2,1.0,0.1494,0.3766,1.086
107,37,23,181,1.0841,21,6,3,1.0,0.215,0.3458,1.0763
34,2,0,30,1.0538,5,4,1,0.2876,0.0,0.0588,0.9207
158,20,9,70,1.0028,12,5,3,0.9241,0.057,0.1266,1.0848
189,13,2,303,1.0341,14,2,2,0.6693,0.0106,0.0688,1.0274
17,3,1,277,1.0755,21,2,1,0.6144,0.0588,0.1765,1.0175
23,3,0,281,1.1323,2,0,1,0.3759,0.0,0.1304,1.0224
127,32,8,46,1.2053,23,2,1,1.0,0.063,0.252,1.0666
37,2,0,137,1.0266,16,0,1,0.2931,0.0,0.0541,0.9384
9,0,0,190,1.1503,6,5,3,0.045,0.0,0.0,0.9642
46,9,2,110,1.1039,3,1,2,0.7517,0.0435,0.1957,1.04
9,1,0,96,1.071,9,6,1,0.2672,0.0,0.1111,0.9428
16,4,1,414,0.9798,8,1,2,0.7675,0.0625,0.25,1.0923
10,0,0,6,1.0548,3,5,2,0.05,0.0,0.0,0.9173
11,2,0,69,1.086,17,0,3,0.4186,0.0,0.1818,1.0084
0,0,0,288,1.1336,16,4,3,0.0,0.0,0.0,0.9333
85,16,3,62,1.1115,14,2,2,0.9074,0.0353,0.1882,1.1203
14,2,0,89,1.077,1,5,2,0.3557,0.0,0.1429,1.014
3,0,0,532,1.0977,0,0,3,0.015,0.0,0.0,0.8896
3,0,0,46,1.1162,21,2,2,0.015,0.0,0.0,0.922
32,10,1,138,1.0593,21,1,3,0.8788,0.0312,0.3125,1.1076
198,5,0,507,1.0247,5,6,2,0.5505,0.0,0.0253,1.0183
6,2,0,201,1.1102,15,4,3,0.6967,0.0,0.3333,1.0655
4,1,0,522,1.0541,9,6,2,0.52,0.0,0.25,1.0336
